COG5276	0000000000000000000000100110010
COG0279	0000000000000000000001000000000
COG5556	0000000000000000000001000000100
COG1929	0000000000000000000010000000000
COG2203	0000000000000000000010000000000
COG2882	0000000000000000000010000000000
COG5042	0000000000000000000010000000000
COG5428	0000000000000000000010000000000
COG1513	0000000000000000000100000000000
COG1907	0000000000000000000100000000000
COG4403	0000000000000000000100000000000
COG4643	0000000000000000000100000000100
COG1140	0000000000000000000100010000000
COG2180	0000000000000000000100010000000
COG2181	0000000000000000000100010000000
COG5013	0000000000000000000100010000000
COG5615	0000000000000000000100010000000
COG5293	0000000000000000000100100001000
COG4675	0000000000000000000110000000000
COG1524	0000000000000000000110000000100
COG0158	0000000000000000001000000000000
COG0613	0000000000000000001000000000000
COG2160	0000000000000000001000000000000
COG3104	0000000000000000001000000000000
COG3472	0000000000000000001000000000000
COG3493	0000000000000000001000000000000
COG3642	0000000000000000001000000000000
COG2851	0000000000000000001000000100000
COG3481	0000000000000000001000000100000
COG3049	0000000000000000001000000110000
COG0846	0000000000000000010000000000000
COG1483	0000000000000000010000000000000
COG1743	0000000000000000010000000000000
COG2374	0000000000000000010000000000000
COG4220	0000000000000000010000000000000
COG0429	0000000000000000010000001000000
COG1757	0000000000000000010000001000000
COG1861	0000000000000000010000001000000
COG2155	0000000000000000010000001000000
COG2508	0000000000000000010000001000000
COG3457	0000000000000000010000001000000
COG3710	0000000000000000010000001000000
COG3882	0000000000000000010000001000000
COG4819	0000000000000000010000001000000
COG3738	0000000000000000010000001000100
COG1078	0000000000000000010000001001000
COG2233	0000000000000000010010001110100
COG3041	0000000000000000100000000000000
COG4325	0000000000000000100000000000000
COG3300	0000000000000000100000100000000
COG0807	0000000000000000110000101000000
COG1139	0000000000000001000000000000000
COG4951	0000000000000001000000000000011
COG0428	0000000000000001000000000000100
COG5586	0000000000000001000000000100000
COG2445	0000000000000001000000100000000
COG3551	0000000000000001001100000000000
COG0421	0000000000000010000000000000000
COG1535	0000000000000010000000000000000
COG1966	0000000000000010000000000000000
COG2879	0000000000000010000000000000000
COG3338	0000000000000010000000000000000
COG3392	0000000000000010000000000000000
COG3403	0000000000000010000000000000000
COG3433	0000000000000010000000000000000
COG3678	0000000000000010000000000000000
COG3829	0000000000000010000000000000000
COG4328	0000000000000010000000000000000
COG5016	0000000000000010000000000000000
COG5108	0000000000000010000000000000000
COG1783	0000000000000010000000000001000
COG4268	0000000000000010000000000001000
COG0437	0000000000000010000001000000000
COG3226	0000000000000010000010000000000
COG5340	0000000000000010000100000000011
COG2192	0000000000000010000101000000000
COG1292	0000000000000010001000000000000
COG4452	0000000000000010010000000000000
COG2342	0000000000000010010000001000000
COG3048	0000000000000010010000001000000
COG5588	0000000000000010010000001000000
COG0398	0000000000000010010010001000000
COG3452	0000000000000010010010001000000
COG4097	0000000000000010010010001000000
COG4135	0000000000000010010010001000000
COG4136	0000000000000010010010001000000
COG4187	0000000000000010010010001000100
COG3187	0000000000000010010010101000000
COG0853	0000000000000010011000001000000
COG3242	0000000000000010110010101000000
COG1257	0000000000000100000000000000000
COG1545	0000000000000100000000000000000
COG1786	0000000000000100000000000000000
COG2234	0000000000000100000000000000000
COG2865	0000000000000100000000000000000
COG3498	0000000000000100000000000000000
COG3499	0000000000000100000000000000000
COG3546	0000000000000100000000000000000
COG3644	0000000000000100000000000000000
COG3687	0000000000000100000000000000000
COG3723	0000000000000100000000000000000
COG3804	0000000000000100000000000000000
COG3948	0000000000000100000000000000000
COG4615	0000000000000100000000000000000
COG4666	0000000000000100000000000000000
COG4795	0000000000000100000000000000000
COG5004	0000000000000100000000000000000
COG5418	0000000000000100000000000000000
COG5471	0000000000000100000000000000000
COG5565	0000000000000100000000000000000
COG0393	0000000000000100000000000000100
COG1482	0000000000000100000000000100000
COG1773	0000000000000100000000000100000
COG3751	0000000000000100000000000100000
COG0168	0000000000000100000000100000000
COG0569	0000000000000100000000100000000
COG1903	0000000000000100000000100000000
COG2841	0000000000000100000000100000000
COG3714	0000000000000100000000100000000
COG3721	0000000000000100000000100000000
COG4115	0000000000000100000000100100000
COG3162	0000000000000100000001000000000
COG4147	0000000000000100000001000000000
COG4209	0000000000000100000010000000000
COG4604	0000000000000100000010000100000
COG4605	0000000000000100000010000100000
COG4606	0000000000000100000010000100000
COG4607	0000000000000100000010000100000
COG2152	0000000000000100000010100000000
COG5469	0000000000000100000010100000100
COG3657	0000000000000100000010100110000
COG4644	0000000000000100000110110000101
COG1715	0000000000000100001000000000000
COG3587	0000000000000100001000000000000
COG5628	0000000000000100001000000000000
COG1776	0000000000000100001000000100000
COG4244	0000000000000100001000000110000
COG1168	0000000000000100001000100100000
COG4711	0000000000000100001000100110000
COG4248	0000000000000100010000000000000
COG5449	0000000000000100010010101110000
COG5323	0000000000000100011010101110000
COG5448	0000000000000100011010101110000
COG3363	0000000000000100100000000001000
COG4264	0000000000000101000010000010000
COG4461	0000000000000110000000000000000
COG2912	0000000000000110000010000000000
COG1501	0000000000000110001000100000000
COG4091	0000000000000110010000000000000
COG1926	0000000000000110010000001000000
COG2358	0000000000000110010010001000000
COG3603	0000000000000110010010001000000
COG3686	0000000000000110010010101000000
COG3759	0000000000000110010010101000000
COG4427	0000000000000110010010101000000
COG3055	0000000000001000000000000000000
COG1705	0000000000001000000001000000000
COG1864	0000000000001000000001000000000
COG2836	0000000000001000000001000000000
COG3497	0000000000001000000001000000000
COG4574	0000000000001000000001000000000
COG4763	0000000000001000000001000110000
COG3420	0000000000001000000010000000000
COG3901	0000000000001000000010000000000
COG4263	0000000000001000000010000000000
COG4314	0000000000001000000010000000000
COG4226	0000000000001000000011000000000
COG0500	0000000000001000001000000000000
COG1839	0000000000001001000001000000000
COG3823	0000000000001001001001000000000
COG2250	0000000000001001100001000000100
COG4313	0000000000001010010010001110000
COG1598	0000000000001010010010100110000
COG3960	0000000000001010011011001000100
COG3360	0000000000001011000001000000000
COG3500	0000000000001100000001000000000
COG3628	0000000000001100000001000000000
COG1696	0000000000001100000001100000000
COG1724	0000000000001110010000000110000
COG5467	0000000000001110110011101000000
COG3510	0000000000001111011011001010000
COG3208	0000000000010000000000000000000
COG4569	0000000000010000000000000000000
COG4748	0000000000010000000000000000001
COG0641	0000000000010000000000000000010
COG4797	0000000000010000000000010000000
COG1021	0000000000010010000000000000010
COG1169	0000000000010010000000000000010
COG2189	0000000000010100001000000000000
COG0062	0000000000011000000000000000000
COG1223	0000000000100000000000000000000
COG1404	0000000000100000000000000000000
COG3670	0000000000100000000000000000000
COG4690	0000000000100000000000000000000
COG4721	0000000000100000000000000100000
COG3299	0000000000100000000000100000000
COG3423	0000000000100000000000100000000
COG3778	0000000000100000000000100000000
COG4379	0000000000100000000000100000000
COG4381	0000000000100000000000100000000
COG4386	0000000000100000000000100000000
COG4387	0000000000100000000000100000000
COG5005	0000000000100000000000100000000
COG4185	0000000000100000000001000000000
COG3950	0000000000100000000100001000010
COG0464	0000000000100000001001000000000
COG3464	0000000000100000010000000001100
COG4099	0000000000100000010000001000000
COG1606	0000000000100000010010001000100
COG1641	0000000000100000010010001000100
COG1691	0000000000100000010010001000100
COG3875	0000000000100000010010001000100
COG3328	0000000000100001001000000010001
COG0338	0000000000100010000000000000000
COG1416	0000000000100010010000001000100
COG1022	0000000000100100000000000000000
COG3864	0000000000100100000000000000000
COG2442	0000000000100100000100100000000
COG5511	0000000000100100010000000000000
COG5525	0000000000100100010000000000000
COG1277	0000000000101000000010000000000
COG4333	0000000000101010011001001000000
COG3025	0000000000101011000001000000000
COG3219	0000000000101011000001100000000
COG3415	0000000000111111001101100100111
COG0859	0000000001000000000000000000000
COG2362	0000000001000000000000000000000
COG2870	0000000001000000000000000000000
COG3680	0000000001000000000000000000000
COG4341	0000000001000000000000000000000
COG5002	0000000001000000000000000000000
COG3930	0000000001101010011011001100000
COG2315	0000000001101011001011100000100
COG0391	0000000010000000000000000000000
COG2995	0000000010000000000000000000000
COG3008	0000000010000000000000000000000
COG3009	0000000010000000000000000000000
COG3766	0000000010000000000000000000000
COG3789	0000000010000000000000000000000
COG5658	0000000010000000000000000000000
COG1234	0000000010000000000000000000100
COG2202	0000000010000000000000000010000
COG1971	0000000010000000000000000110100
COG4538	0000000010000000000000100000000
COG2609	0000000010000000000000100000100
COG2605	0000000010000000000001000000000
COG4798	0000000010000000000001000000000
COG2957	0000000010000000000010000000100
COG3059	0000000010000000010000001000000
COG2985	0000000010000000011010001100100
COG2994	0000000010000000100000000001000
COG2990	0000000010000000100010000000100
COG5441	0000000010000010000000000000100
COG5486	0000000010000010010000001000100
COG4190	0000000010000100000000000110000
COG4245	0000000010000100010000000000000
COG4150	0000000010000100011010001110000
COG5437	0000000010000100011010111110000
COG5606	0000000010000100100010000000000
COG0457	0000000010000101000011000000100
COG3740	0000000010000101011010111110100
COG3327	0000000010001001001001001000100
COG3396	0000000010001001001001001000100
COG3460	0000000010001001001001001000100
COG3232	0000000010001010100001000000100
COG3756	0000000010011000000000001000000
COG1541	0000000010011011001001001000110
COG2317	0000000010100000000000000000000
COG1661	0000000010100000001101000100100
COG1672	0000000010100010000000000000000
COG2368	0000000010101110100001000000101
COG1397	0000000010110000000010000000100
COG4691	0000000011100001111001001110100
COG1569	0000001100000100000000001010000
COG4792	0000001100010000000000000000000
COG3878	0000001100010000000000000000010
COG3166	0000001100010011000000010000010
COG4970	0000001100010110001000010000010
COG1459	0000001100010111001010010000010
COG2165	0000001100010111001010010000010
COG2804	0000001100010111001010010000010
COG1450	0000001100010111001010110000010
COG1652	0000001100011000011011011000010
COG4271	0000001100100000000000000000000
COG2820	0000001100100100000100000000010
COG4717	0000001100110011010110111010110
COG1659	0000001101000000000000000000110
COG3319	0000001101010000000000010000110
COG5424	0000001101010000000000010010010
COG3915	0000001101010000000000100000110
COG3345	0000001101010000000000110000010
COG2515	0000001101010011101000110000010
COG0791	0000001101010110000110010100011
COG2026	0000001101010110010010111010010
COG2161	0000001101100110100000110100110
COG3573	0000001111011111011011111000110
COG0572	0000001111110000000000010000110
COG3121	0000001111110000000000010000110
COG3188	0000001111110000000000010000110
COG3563	0000001111110000000000010000110
COG5430	0000001111110000000000010000110
COG3654	0000001111110000100010010011110
COG1457	0000010000000000000000000000101
COG1943	0000010000000000000000000000101
COG3747	0000010000000000000000010010000
COG4076	0000010000000000000100000000000
COG1843	0000010000000000000100000000001
COG4572	0000010000000000000100000000001
COG5487	0000010000000000000100000000001
COG4232	0000010000000000000100000000100
COG2966	0000010000000001000100000000001
COG2610	0000010000000001000100000110001
COG2333	0000010000001000000100000001001
COG2440	0000010000001000100000010000001
COG1506	0000010000100000000100000000101
COG1380	0000010000100010000101000000101
COG1346	0000010000100010000101000000111
COG4725	0000010000100100010000001000100
COG1994	0000010000100100011100000100001
COG4680	0000010000100100100000000010000
COG5499	0000010000100100100000000010000
COG2826	0000010000101000011111100010000
COG0280	0000010000101111011101111010001
COG2242	0000010000110111110110111100111
COG2187	0000010001100100000100110000001
COG0754	0000010010000000000100000000101
COG5463	0000010010000000000100000000101
COG2977	0000010010000100000100000000101
COG5614	0000010010000100010010111110000
COG4679	0000010010000100100010000000000
COG4653	0000010010000101010010111110100
COG1712	0000010010000110000000000000100
COG4331	0000010010100000000100000000101
COG4460	0000010010100000000100000000101
COG2327	0000010010100000000100100000001
COG4318	0000010010100000000110000000101
COG2134	0000010010100000001100000000101
COG1061	0000010010100000011000000001001
COG4626	0000010010100001000000010000100
COG1725	0000010010100100000100000000001
COG4695	0000010010100101011010111110100
COG2252	0000010010101010011111001000101
COG4834	0000010011010010000100000000100
COG3566	0000010011010010000101000000100
COG2964	0000010011100010010110001000101
COG1014	0000010011100100000100000000101
COG3483	0000010011100100000100000000101
COG1233	0000010011100100011100101000101
COG3321	0000010011110110010110001000101
COG2253	0000011100000010000000010010011
COG4195	0000011100110000000000010000111
COG1271	0000011101000111011111101000111
COG2122	0000011101110000000100010000011
COG2503	0000011101110000000100010000011
COG2091	0000011101110000000100111000011
COG4269	0000011101111110010111111000011
COG4709	0000011110110000000100010000111
COG4249	0000011110110010011110011000111
COG5612	0000011110110100000100010000111
COG4542	0000011111000100000100110000011
COG3567	0000011111010010000100000000110
COG0252	0000011111010100000100110000111
COG4456	0000011111010111101010011110111
COG1619	0000011111100000010100011000011
COG0864	0000011111110000000100010000111
COG3376	0000011111110000000100010000111
COG3684	0000011111110000000100010000111
COG4300	0000011111110000000100010000111
COG4986	0000011111110000000100010000111
COG5295	0000011111110000000100010000111
COG2706	0000011111110000001100010000111
COG3781	0000011111110000001100010110111
COG3565	0000011111110001100100010010011
COG2382	0000011111110100000100010000111
COG3844	0000011111110100000100010000111
COG3825	0000011111110100000100110000111
COG4231	0000011111110100000101010000111
COG5410	0000011111110100000110010000110
COG3636	0000011111110100000110110110111
COG2103	0000011111110110010110011000111
COG3524	0000011111110110010110011000111
COG3562	0000011111110110010110011000111
COG0646	0000011111110110010110111000111
COG1145	0000011111110110010110111000111
COG1489	0000011111110110010110111000111
COG3313	0000011111110110010110111000111
COG3894	0000011111110110010110111000111
COG5012	0000011111110110010110111000111
COG5598	0000011111110110010110111000111
COG5373	0000011111110110010110111010111
COG1027	0000011111111010000100010000111
COG1321	0000011111111011010111011000111
COG2105	0000100000000000000000000000000
COG3126	0000100000000000000000000000000
COG3805	0000100000000000000000000000000
COG2162	0000100000000000000000000010000
COG4032	0000100000000000000000000100000
COG5433	0000100000000000000000100000000
COG0182	0000100000000000000010000000000
COG4857	0000100000000000000010000000000
COG3039	0000100000000001000000000000001
COG3895	0000100000000001000000000010000
COG0401	0000100000000100000000000110000
COG2366	0000100000000100001000000000000
COG3209	0000100000000110000010000000000
COG1563	0000100000001000001001100000000
COG2978	0000100000001000001001100000000
COG3666	0000100000001000101100100001000
COG4927	0000100000001001000001000000000
COG3650	0000100000001001001001000110000
COG1017	0000100000001010000010100000000
COG5555	0000100000001010011011101110000
COG5621	0000100000001011011001000000000
COG2929	0000100000001100000001100110000
COG2198	0000100000001111001001000100100
COG3540	0000100000001111011011001110000
COG0381	0000100000010010010010001000010
COG4828	0000100000100011000001100000000
COG1002	0000100001000000000000000000000
COG4737	0000100001000000000000000000000
COG3274	0000100010000000000000000000000
COG5573	0000100010000000000010100000000
COG4125	0000100010001111001001100110100
COG1739	0000100011001011011011101110100
COG2944	0000100011010100000001100100010
COG3344	0000101100000001000000110000111
COG2963	0000101100001001001111100100110
COG2184	0000101101000111000100010000010
COG3634	0000101101010000000000010110010
COG0535	0000101101010000000000011010010
COG3063	0000101101010000001100010110010
COG0798	0000101111010000001110110000110
COG1834	0000101111010010010010011000110
COG2336	0000101111010100000010010110010
COG1285	0000110000000000001100000000001
COG2312	0000110000000000001100000000001
COG2337	0000110000000100100110100100000
COG3293	0000110010001111011111110001111
COG0650	0000110011100000100100010000001
COG3260	0000110011100000100100010000001
COG3261	0000110011100000100100010000001
COG4237	0000110011100000100100010000001
COG3550	0000111110111111110101110000111
COG4158	0000111111110000001100010000111
COG3491	0000111111110111010101111000111
COG5397	0000111111111001101110010100011
COG2194	0000111111111011011111111110111
COG3552	0000111111111101011111111100111
COG2273	0000111111111111011111011110111
COG1368	0000111111111111011111111110111
COG3840	0000111111111111011111111110111
COG4143	0000111111111111011111111110111
COG0639	0001000000000000000000000000000
COG1768	0001000000000000000000000000000
COG3322	0001000000000000000000000000000
COG3835	0001000000000000000000000000000
COG4634	0001000000000000000000000000000
COG3408	0001000000000000000000000000100
COG1204	0001000000000000000000000001000
COG3004	0001000000000000000000000100000
COG3598	0001000000000000000000010000000
COG0582	0001000000000000010100111100111
COG4551	0001000000000000100000000000000
COG3315	0001000000000010000000000000000
COG5278	0001000000000010001000100110000
COG4641	0001000000000100000000000000000
COG0371	0001000000000100000000000110000
COG3336	0001000000000100001000000000000
COG2206	0001000000000100001000000001000
COG4943	0001000000000100001010000000000
COG4430	0001000000000111011010001000100
COG3531	0001000000001010000011100000100
COG4710	0001000000010100000000100010000
COG3586	0001000001000000000000000000000
COG5450	0001000001100000000000000000000
COG0543	0001000011100100010111001010010
COG3744	0001000011101111100011101010000
COG4336	0001001100010000000010110000010
COG0367	0001001101010100010010011000010
COG1886	0001001111010000000000010100110
COG0517	0001001111111011011101011000010
COG3144	0001010001001111011001001000000
COG4689	0001010010101010010111001000101
COG5517	0001011111000000010101011010111
COG2211	0001011111111011001101110000111
COG4186	0001100000000000010000000010000
COG3326	0001100000001011011011101110000
COG4113	0001100011101010101111010110000
COG4118	0001100011101111111111111100000
COG4453	0001110000101111111101000110101
COG4874	0001111110111011010101010000111
COG3742	0001111111110111100110010110111
COG3316	0001111111111100110110010001111
COG3147	0010000000000000000000000001000
COG2746	0010000000000000000000000001100
COG2856	0010000000000000000000100000011
COG3980	0010000000000000000010000001000
COG4310	0010000000000000010000001001000
COG1083	0010000000000000010010001001000
COG2089	0010000000000000010010001001000
COG1232	0010000000000001000000000001000
COG0529	0010000000000010000000000101000
COG3335	0010000001111001101111100100101
COG4625	0010000010000000101000100110100
COG1679	0010000010001111011011101001100
COG2131	0010000010100000000000100000000
COG0610	0010000011000001000100000000000
COG4096	0010001100001000011001000000000
COG4669	0010001100010000000000010001010
COG1317	0010001100010000000000100001010
COG4789	0010001100010000000000110001010
COG4790	0010001100010000000000110001010
COG4791	0010001100010000000000110001010
COG4794	0010001100010000000000110001010
COG3967	0010001100101101000100000001010
COG2827	0010001100110100000010111010110
COG0732	0010001111000001000101000000000
COG0286	0010001111001001011101000000000
COG2130	0010001111011000001011010001110
COG3350	0010010000000000100100000001000
COG3727	0010010000000001000010000010000
COG3439	0010010001000000000100010001001
COG1814	0010010001000000000100010001101
COG2110	0010010010100000000100000000111
COG5502	0010010010100000000100010001001
COG0270	0010010010100000110010000111100
COG0001	0010011100110010010110010111011
COG3914	0010011101111011010101111111011
COG0326	0010011111110010011110011001111
COG0562	0010011111110110010100111111111
COG4422	0010100000101000011010001000000
COG5302	0010100001000110010010101111000
COG1373	0010101100100011110101011001001
COG2353	0010101101010110010010011011010
COG1162	0010101110000100010010101111000
COG3177	0010101111000101101100011111111
COG2801	0010101111111101001110100001011
COG1708	0010110010100111010110011001001
COG2608	0010110011000101011010101001100
COG2823	0010110011100000001100010001101
COG0474	0010110011100100100100110001101
COG3702	0010111100110011100110111011111
COG3777	0010111111000110010101011011011
COG3435	0010111111011100010101011011111
COG3284	0010111111100000010101011011011
COG0507	0010111111111110111111011111111
COG3694	0011000000000000000000000001000
COG3961	0011000000000000000000000001000
COG4586	0011000000000000000000000001000
COG4587	0011000000000000000000000001000
COG4925	0011000000000000000000000001000
COG5017	0011000000000000000000000001000
COG4826	0011000000000000000000000001100
COG3268	0011000000000000000000000111000
COG0515	0011000000000000000000100101001
COG4650	0011000000000000010000001001110
COG1936	0011000000000011000000000001000
COG1640	0011000000000100000000000001000
COG3495	0011000000000100000000000001000
COG5578	0011000000000100000000000001000
COG4277	0011000000000100001000100111000
COG2044	0011000000000101000000000001000
COG2354	0011000000000110001000000001000
COG2304	0011000000000110010010001101000
COG4225	0011000000000110010010101001000
COG3693	0011000000001001001001100001000
COG5642	0011000000001010000111110011000
COG2352	0011000000001011000000000001000
COG1621	0011000000001011010011101101100
COG3251	0011000000010000000000000001010
COG3981	0011000000100000100100000001001
COG0833	0011000000101010010001000001000
COG1690	0011000000110000010000011001110
COG2175	0011000001000000011010001001000
COG3169	0011000001001111011011101111000
COG0561	0011000010000011011010101001010
COG1106	0011000011000000000000000000000
COG4714	0011001100010010110000011111110
COG4564	0011001100011001101001010001110
COG3384	0011001100111000000001010001010
COG2837	0011001101000000000000000011110
COG4875	0011001101010000000000010001010
COG3238	0011001101010000000000110001110
COG3798	0011001111000110010010101001110
COG1505	0011001111010000000000010001110
COG5620	0011010000000000000100000001000
COG3541	0011010000010000000100010001011
COG3157	0011010010100000000100000001101
COG3455	0011010010100000000100000001101
COG3456	0011010010100000000100000001101
COG3501	0011010010100000000100000001101
COG3515	0011010010100000000100000001101
COG3516	0011010010100000000100000001101
COG3517	0011010010100000000100000001101
COG3518	0011010010100000000100000001101
COG3519	0011010010100000000100000001101
COG3520	0011010010100000000100000001101
COG3522	0011010010100000000100000001101
COG3523	0011010010100000000100000001101
COG3913	0011010010100000000100000001101
COG4455	0011010010100000000100000001101
COG5351	0011010010100000000100000001101
COG4298	0011010010100010000100000001101
COG5530	0011010010101011011111101001101
COG1842	0011010010110010010100001101101
COG3772	0011010010111000010001000101100
COG4423	0011011100110111101010010111110
COG2852	0011011101010110110000101111110
COG2223	0011011101111111011111011001111
COG0753	0011011110000010011110110111111
COG4922	0011011110111111010110011001111
COG1113	0011011111010000000100110000111
COG3486	0011011111110000000100010011111
COG3822	0011011111110000000110010001111
COG1020	0011011111110010000100110101111
COG2855	0011011111110100001110010101111
COG3230	0011100000000100101000100111100
COG4251	0011100000000100101000100111100
COG1953	0011100000001000000001000111000
COG3447	0011100000001010001001000001000
COG3753	0011100000001111011011000111000
COG4114	0011100000001111011011101011000
COG4584	0011100000010010001110011011000
COG1484	0011100000011000001111110101000
COG3019	0011100010001001010011001001000
COG3448	0011100010101111011011101101100
COG4302	0011101101010010100000010011010
COG4303	0011101101011010101000010011010
COG1088	0011101111111111011111101111111
COG1091	0011101111111111011111101111111
COG5039	0011110001101001001101000111101
COG1448	0011110010000001000100100001111
COG3764	0011110010101011010111001111001
COG0392	0011110011101110011111111111001
COG4829	0011111111000000010101011011111
COG3473	0011111111011111110111011011011
COG3382	0011111111110000000110010001111
COG2819	0011111111110110001100110111111
COG1211	0011111111110110010100011011111
COG1881	0011111111111011000101010101111
COG4670	0011111111111011011111111111011
COG3553	0011111111111101001111110001111
COG0076	0011111111111111011101011111111
COG1898	0011111111111111011111101111111
COG1134	0011111111111111011111111011111
COG1682	0011111111111111011111111011111
COG0422	0011111111111111011111111111111
COG0627	0011111111111111011111111111111
COG0459	0011111111111111111111111111111
COG2099	0011111111111111111111111111111
COG5639	0100000000000000000100000100101
COG3843	0100000000000000000100100100101
COG5534	0100000000000000000100100100101
COG0553	0100000000000100000000000000000
COG3701	0100011111100100011110111111111
COG3846	0100011111100100011110111111111
COG4959	0100011111100100011110111111111
COG5268	0100011111100100011110111111111
COG5314	0100011111100100011110111111111
COG3593	0100111100000000111000100100011
COG3311	0101000000001000101100111000110
COG1398	1100000000000000000000000000000
COG3202	1100000000000000000000000000001
COG0241	1100000000000000000001000010000
COG2357	1100000000000000000100000000000
COG4933	1100000000000000000100000000000
COG2019	1100000000000000000100001000000
COG1240	1100000000000000001000000100000
COG1668	1100000000000000100000000000000
COG1795	1100000000000000100000000000000
COG2310	1100000000000000100000000000000
COG3594	1100000000000000100000000000000
COG4594	1100000000000000100000000000000
COG4772	1100000000000000100000000000000
COG2021	1100000000000000100000000000001
COG3728	1100000000000000100010000000000
COG4678	1100000000000000101000000000000
COG4266	1100000000000000101000100000000
COG4623	1100000000000000101010000110000
COG3659	1100000000000100100100000000000
COG4779	1100000000000100101000000110101
COG3673	1100000000000101100000000110011
COG2832	1100000000000101101000100110000
COG0672	1100000000001001100000000000000
COG3470	1100000000001001100000000000000
COG0826	1100000000001001100010000000000
COG3154	1100000000001001100010000000000
COG0245	1100000000001001101011100100000
COG3213	1100000000001011100010000000000
COG4459	1100000000001011111001000000000
COG3043	1100000000001011111011001000000
COG3062	1100000000001011111011001000000
COG3476	1100000000001101101011100110100
COG0620	1100000000010100101000000110100
COG3179	1100000000100001100000000000000
COG3077	1100000000101010110110000000000
COG4683	1100000001000011000000000100100
COG2910	1100000001100100000100000000100
COG4354	1100000010000000100000000000000
COG2602	1100000010000100100000000010100
COG2140	1100000011111001101001000110100
COG3677	1100001100000000000100010000010
COG1819	1100001100010010110000011000010
COG3712	1100001100010100100110110110110
COG3739	1100001101000000110010011100000
COG3340	1100001101010000100000010000010
COG2120	1100001110111110100010010100010
COG3047	1100010000000100100000100110001
COG3391	1100010000101000101101000110001
COG1985	1100010000101101100101100010001
COG4757	1100010001101100110101101000101
COG4915	1100010010100000100100000000101
COG3437	1100010010100000101110100000101
COG3826	1100010010100000110110001000101
COG4637	1100010010101101111111101110101
COG2824	1100010011101101101111010100001
COG2116	1100010011111101101101000000101
COG3211	1100011101111011111101111000011
COG2828	1100011101111111100111010100011
COG4907	1100011110110010010100011000111
COG4334	1100011111000000100100000000111
COG4646	1100011111001000010010001110001
COG3549	1100011111011110110111110110010
COG3093	1100011111011110111111110110010
COG4359	1100011111110000100100010000111
COG3554	1100011111110010110110011000011
COG3543	1100011111110110010110111110011
COG1032	1100011111111000111101011110111
COG3220	1100011111111011100101110000111
COG5572	1100011111111011100101110000111
COG4552	1100100000000000100000000100000
COG3926	1100100000000000110000000000000
COG0786	1100100000000001101000100000000
COG4989	1100100000000110110010101000000
COG4309	1100100000001011100010000000000
COG4548	1100100000001011100010000000000
COG3005	1100100000001011111011001000000
COG0132	1100100000001011111011001000100
COG1669	1100100000001101101011100110000
COG4425	1100100010001011111011101110100
COG4803	1100100010001011111011101110100
COG1446	1100100011001101100011100000100
